Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission,subdomain,city,country,total_co2,Transport_share,Waste Bag Size_share,Waste Bag Weekly Count_share,lpg_kg,flights_hours,meat_meals,dining_out,shopping_spend,waste_kg,area,area_type_raw,Residential,Corporate,Industrial,Vehicular,Construction,Airport,season,area_total_emission,area_emissions_list
underweight,female,omnivore,daily,natural gas,0.0,often,200,never,1768,0.0,2,24,1,18,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",873,Engineering,Navi Mumbai,India,2.0,0.0,0.0,1.0,30,1,48,8,862,38,Koparkhairane,"Residential, Industrial",755.6,420.73,1165.64,608.96,319.82,0.0,Winter,3270.75,"700,1000"
normal,male,vegetarian,daily,natural gas,0.0,sometimes,108,never,780,0.0,2,18,30,7,Yes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1256,Other,Mumbai,India,2.0,0.0,0.0,1.0,20,2,23,1,1094,43,Malad West,"Residential, Construction",892.54,581.06,1078.43,733.9,426.05,2034.42,Monsoon,5746.4,"850,400"
overweight,male,omnivore,more frequently,natural gas,0.0,sometimes,50,very frequently,16,0.0,6,23,33,20,Sometimes,['Plastic'],"['Stove', 'Oven', 'Microwave']",3676,Engineering,Mumbai,India,6.0,0.0,0.0,1.0,16,3,51,2,1434,99,Worli,"Vehicular, Construction",761.72,613.08,1132.43,875.77,365.91,1853.97,Monsoon,5602.88,"750,400"
overweight,female,vegan,daily,coal,0.0,sometimes,238,frequently,15,0.0,3,7,31,24,No,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2024,Other,Navi Mumbai,India,3.0,0.0,0.0,1.0,22,1,43,11,793,120,CBD Belapur,"Corporate, Vehicular",607.92,534.46,939.81,614.95,311.44,0.0,Winter,3008.58,"500,600"
normal,female,pescatarian,more frequently,coal,0.0,never,293,frequently,934,0.0,1,9,29,1,Sometimes,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",1765,Other,Navi Mumbai,India,1.0,0.0,0.0,1.0,36,2,51,4,308,121,Vashi,"Corporate, Residential, Vehicular",727.6,580.31,884.36,629.79,355.87,0.0,Monsoon,3177.93,"500,700,600"
obese,female,vegan,more frequently,wood,0.0,never,119,never,455,0.0,7,17,29,5,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1622,Student,Navi Mumbai,India,7.0,0.0,0.0,1.0,15,4,45,11,1448,83,Koparkhairane,"Residential, Industrial",785.64,472.74,1119.34,497.31,329.85,0.0,Monsoon,3204.88,"700,1000"
overweight,male,vegan,more frequently,natural gas,0.0,often,227,rarely,11,0.0,4,9,12,15,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",1437,Operations,Navi Mumbai,India,4.0,0.0,0.0,1.0,5,2,53,3,817,31,Vashi,"Corporate, Residential, Vehicular",763.67,613.41,845.6,620.88,327.83,0.0,Winter,3171.39,"500,700,600"
normal,male,vegetarian,twice a day,wood,0.0,often,122,rarely,850,0.0,4,9,21,13,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],1614,Student,Navi Mumbai,India,4.0,0.0,0.0,1.0,7,1,40,11,849,142,Vashi,"Corporate, Residential, Vehicular",747.86,517.66,781.18,622.73,309.53,0.0,Winter,2978.96,"500,700,600"
underweight,female,omnivore,daily,electricity,0.0,never,232,frequently,5868,0.0,7,3,1,12,No,"['Plastic', 'Metal']",['Stove'],2436,Operations,Navi Mumbai,India,7.0,0.0,0.0,1.0,24,0,56,4,1614,128,Taloja,"Industrial, Construction",577.54,412.19,980.52,579.0,348.3,0.0,Monsoon,2897.55,"1000,350"
obese,female,vegan,daily,natural gas,0.0,sometimes,261,never,1405,0.0,4,6,22,2,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1453,Sales,Navi Mumbai,India,4.0,0.0,0.0,1.0,17,2,43,13,1951,128,Kharghar,"Residential, Construction",807.7,474.65,926.08,526.32,478.76,0.0,Monsoon,3213.51,"700,350"
underweight,male,vegetarian,more frequently,electricity,0.0,sometimes,155,frequently,60,0.0,6,5,32,22,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2277,Operations,Navi Mumbai,India,6.0,0.0,0.0,1.0,24,2,55,13,258,115,Ghansoli,"Residential, Industrial",767.56,399.74,1080.64,472.37,264.28,0.0,Summer,2984.59,"700,1000"
obese,male,vegan,daily,wood,0.0,never,266,rarely,95,0.0,6,4,48,18,No,['Paper'],['Oven'],2259,Other,Navi Mumbai,India,6.0,0.0,0.0,1.0,11,2,31,9,1655,134,Airoli,"Residential, Corporate",783.91,602.06,908.37,526.39,279.01,0.0,Summer,3099.74,"700,500"
underweight,male,omnivore,twice a day,natural gas,0.0,sometimes,276,rarely,7,0.0,3,10,28,12,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",1489,Operations,Navi Mumbai,India,3.0,0.0,0.0,1.0,14,2,30,9,560,66,Nerul,"Residential, Corporate, Construction",807.12,567.52,874.68,539.88,394.49,0.0,Summer,3183.69,"700,500,350"
obese,male,pescatarian,less frequently,electricity,0.0,often,227,never,41,0.0,1,12,3,16,Yes,"['Paper', 'Plastic']",['Microwave'],772,Operations,Mumbai,India,1.0,0.0,0.0,1.0,25,0,48,4,1123,72,Malad West,"Residential, Construction",888.1,519.9,1122.0,698.01,432.23,1752.16,Monsoon,5412.4,"850,400"
underweight,female,pescatarian,less frequently,natural gas,0.0,often,64,never,1728,0.0,7,3,33,16,No,"['Paper', 'Plastic', 'Glass']",[],1657,Finance,Navi Mumbai,India,7.0,0.0,0.0,1.0,25,3,15,17,153,118,Airoli,"Residential, Corporate",700.05,584.05,868.22,503.65,380.63,0.0,Summer,3036.6,"700,500"
obese,female,vegetarian,daily,coal,0.0,often,182,frequently,31,0.0,4,9,19,21,Yes,"['Glass', 'Metal']","['Stove', 'Microwave']",2517,Other,Mumbai,India,4.0,0.0,0.0,1.0,31,1,31,16,492,92,Andheri (Airport area),"Vehicular, Corporate, Airport",718.22,629.48,1089.88,831.27,329.3,2271.34,Monsoon,5869.49,"750,650,2000"
underweight,male,vegan,less frequently,electricity,0.0,never,254,very frequently,3597,0.0,6,22,5,6,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2906,Operations,Mumbai,India,6.0,0.0,0.0,1.0,9,3,43,9,343,97,Mazgaon,"Vehicular, Residential",1047.34,567.23,1238.06,882.87,302.01,1698.48,Monsoon,5735.99,"750,850"
underweight,female,vegetarian,more frequently,electricity,0.0,often,271,rarely,1158,0.0,1,1,28,14,Sometimes,['Plastic'],[],1210,Sales,Navi Mumbai,India,1.0,0.0,0.0,1.0,15,5,41,10,1797,125,CBD Belapur,"Corporate, Vehicular",607.11,533.41,902.22,624.98,303.08,0.0,Monsoon,2970.8,"500,600"
obese,male,vegetarian,more frequently,natural gas,0.0,often,291,never,1199,0.0,5,0,21,15,No,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2232,Other,Navi Mumbai,India,5.0,0.0,0.0,1.0,6,4,57,14,1839,132,Nerul,"Residential, Corporate, Construction",754.82,551.39,876.27,590.15,340.67,0.0,Monsoon,3113.3,"700,500,350"
overweight,male,pescatarian,twice a day,natural gas,0.0,sometimes,125,very frequently,24,0.0,1,15,37,17,Yes,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']",2955,Sales,Mumbai,India,1.0,0.0,0.0,1.0,16,2,33,18,843,103,Sion,"Vehicular, Construction",779.24,614.19,1119.25,851.85,402.27,1912.0,Summer,5678.8,"750,400"
obese,male,omnivore,twice a day,coal,0.0,never,245,rarely,1092,0.0,6,16,12,7,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2052,Finance,Navi Mumbai,India,6.0,0.0,0.0,1.0,22,2,34,11,1459,20,Airoli,"Residential, Corporate",819.93,561.52,907.53,545.29,357.81,0.0,Winter,3192.08,"700,500"
underweight,male,vegan,less frequently,electricity,0.0,often,279,frequently,574,0.0,4,14,0,0,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1455,Operations,Navi Mumbai,India,4.0,0.0,0.0,1.0,25,5,58,15,1316,43,Kharghar,"Residential, Construction",793.99,439.53,837.52,511.76,452.88,0.0,Monsoon,3035.68,"700,350"
overweight,female,omnivore,more frequently,wood,0.0,sometimes,107,frequently,29,0.0,2,19,9,14,Sometimes,"['Paper', 'Plastic']",['Stove'],1536,Sales,Mumbai,India,2.0,0.0,0.0,1.0,20,0,36,11,1267,61,Chembur,"Industrial, Vehicular",832.59,675.37,1493.75,775.14,358.52,1881.68,Summer,6017.05,"1200,750"
overweight,male,pescatarian,less frequently,natural gas,0.0,often,94,very frequently,17,0.0,6,24,9,24,No,"['Paper', 'Plastic']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2757,Finance,Navi Mumbai,India,6.0,0.0,0.0,1.0,21,2,15,18,937,130,Airoli,"Residential, Corporate",818.42,627.56,890.41,521.9,336.36,0.0,Winter,3194.65,"700,500"
underweight,female,pescatarian,daily,coal,0.0,never,112,frequently,68,0.0,3,23,2,20,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1279,Operations,Navi Mumbai,India,3.0,0.0,0.0,1.0,6,4,20,2,1335,43,Vashi,"Corporate, Residential, Vehicular",702.77,513.64,896.57,749.13,312.48,0.0,Summer,3174.59,"500,700,600"
obese,male,vegan,twice a day,wood,0.0,never,260,rarely,7561,0.0,4,15,1,12,No,"['Paper', 'Plastic', 'Metal']",['Stove'],4359,Other,Mumbai,India,4.0,0.0,0.0,1.0,13,6,12,12,1001,75,Borivali,"Residential, Vehicular",1000.32,638.53,1013.99,854.89,344.53,1776.27,Summer,5628.53,"850,750"
normal,female,vegan,more frequently,natural gas,0.0,often,272,frequently,1,0.0,4,15,28,5,Sometimes,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",1687,Sales,Navi Mumbai,India,4.0,0.0,0.0,1.0,14,0,57,14,390,88,Koparkhairane,"Residential, Industrial",736.82,406.73,1041.41,552.41,318.85,0.0,Winter,3056.22,"700,1000"
obese,female,vegetarian,less frequently,natural gas,0.0,never,256,never,629,0.0,6,3,23,6,Sometimes,['Plastic'],"['Oven', 'Microwave']",1368,Sales,Mumbai,India,6.0,0.0,0.0,1.0,6,2,55,16,1740,37,Mazgaon,"Vehicular, Residential",890.17,685.94,1197.53,881.53,416.67,1895.6,Summer,5967.44,"750,850"
normal,female,vegetarian,more frequently,coal,0.0,often,295,rarely,514,0.0,2,14,23,21,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1541,Finance,Navi Mumbai,India,2.0,0.0,0.0,1.0,8,1,17,10,1622,77,Vashi,"Corporate, Residential, Vehicular",739.58,544.96,871.23,680.38,313.93,0.0,Monsoon,3150.08,"500,700,600"
obese,male,vegetarian,more frequently,electricity,0.0,often,288,rarely,7203,0.0,5,10,8,3,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1218,Student,Navi Mumbai,India,5.0,0.0,0.0,1.0,7,1,1,11,230,143,Ghansoli,"Residential, Industrial",789.01,486.03,1094.67,495.64,334.07,0.0,Summer,3199.42,"700,1000"
obese,male,vegetarian,daily,natural gas,0.0,often,213,very frequently,21,0.0,1,10,40,5,Sometimes,"['Glass', 'Metal']","['Oven', 'Microwave']",3308,Other,Navi Mumbai,India,1.0,0.0,0.0,1.0,22,3,55,16,1400,94,Ghansoli,"Residential, Industrial",809.75,464.26,1144.57,582.55,334.72,0.0,Winter,3335.85,"700,1000"
underweight,male,pescatarian,twice a day,electricity,0.0,often,239,very frequently,8,0.0,3,1,3,16,No,['Glass'],"['Stove', 'Oven', 'Microwave']",2314,Engineering,Mumbai,India,3.0,0.0,0.0,1.0,28,3,32,4,1514,47,Borivali,"Residential, Vehicular",1051.07,513.33,1055.95,921.4,300.28,1763.27,Monsoon,5605.3,"850,750"
obese,female,vegan,daily,electricity,0.0,often,157,frequently,722,0.0,3,18,26,3,No,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave']",1537,Finance,Mumbai,India,3.0,0.0,0.0,1.0,17,4,40,4,1457,22,Mazgaon,"Vehicular, Residential",845.52,482.41,1093.98,822.58,431.91,1935.15,Monsoon,5611.55,"750,850"
obese,female,vegetarian,more frequently,wood,0.0,often,75,frequently,28,0.0,1,24,21,16,No,"['Plastic', 'Glass', 'Metal']",['Oven'],1781,Student,Navi Mumbai,India,1.0,0.0,0.0,1.0,30,2,17,6,377,119,Taloja,"Industrial, Construction",656.26,442.07,1081.11,488.5,389.35,0.0,Post-Monsoon,3057.29,"1000,350"
normal,female,vegan,less frequently,coal,0.0,sometimes,136,never,121,0.0,6,6,27,12,No,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1679,Sales,Navi Mumbai,India,6.0,0.0,0.0,1.0,29,4,27,2,241,22,Nerul,"Residential, Corporate, Construction",742.55,519.45,885.11,439.6,384.4,0.0,Winter,2971.11,"700,500,350"
obese,male,pescatarian,more frequently,electricity,0.0,never,62,frequently,70,0.0,6,21,14,15,Yes,[],"['Oven', 'Microwave']",2171,Engineering,Mumbai,India,6.0,0.0,0.0,1.0,38,4,36,2,1980,44,Goregaon,"Residential, Construction",940.48,661.8,907.94,663.78,514.5,1543.9,Summer,5232.4,"850,400"
underweight,male,omnivore,more frequently,electricity,0.0,often,59,very frequently,98,0.0,4,5,13,11,Sometimes,"['Glass', 'Metal']","['Grill', 'Airfryer']",2157,Sales,Navi Mumbai,India,4.0,0.0,0.0,1.0,34,4,34,16,166,95,Kharghar,"Residential, Construction",860.43,467.15,878.13,530.21,455.37,0.0,Monsoon,3191.29,"700,350"
normal,female,omnivore,less frequently,coal,0.0,never,101,never,1041,0.0,7,9,22,13,Yes,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']",1442,Student,Mumbai,India,7.0,0.0,0.0,1.0,17,3,36,1,1512,31,Chembur,"Industrial, Vehicular",707.59,510.47,1376.01,835.67,324.85,1764.07,Summer,5518.66,"1200,750"
normal,male,vegan,more frequently,wood,0.0,never,98,rarely,455,0.0,6,15,23,23,Sometimes,"['Paper', 'Glass', 'Metal']",['Microwave'],1740,Sales,Navi Mumbai,India,6.0,0.0,0.0,1.0,38,3,11,14,1832,72,Nerul,"Residential, Corporate, Construction",820.17,528.2,911.3,607.52,444.68,0.0,Winter,3311.87,"700,500,350"
underweight,female,vegetarian,daily,wood,0.0,often,62,never,92,0.0,6,3,37,24,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1605,Engineering,Mumbai,India,6.0,0.0,0.0,1.0,16,3,39,18,982,115,Malad West,"Residential, Construction",967.54,633.41,1034.05,620.62,469.58,1929.33,Winter,5654.53,"850,400"
overweight,male,omnivore,daily,electricity,0.0,sometimes,64,never,9942,0.0,3,11,28,24,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Microwave'],5071,Operations,Mumbai,India,3.0,0.0,0.0,1.0,13,1,7,9,1182,29,Goregaon,"Residential, Construction",948.74,625.61,981.27,652.04,420.44,2014.98,Summer,5643.08,"850,400"
overweight,female,pescatarian,twice a day,electricity,0.0,never,148,never,3722,0.0,1,4,35,11,Yes,"['Plastic', 'Glass']","['Oven', 'Microwave']",1843,Operations,Mumbai,India,1.0,0.0,0.0,1.0,30,1,53,10,1869,131,Malad West,"Residential, Construction",1011.36,580.56,1180.73,593.65,449.59,1899.06,Summer,5714.95,"850,400"
underweight,female,pescatarian,less frequently,natural gas,0.0,never,191,very frequently,7175,0.0,3,0,5,2,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",3852,Sales,Mumbai,India,3.0,0.0,0.0,1.0,23,3,24,8,492,66,Borivali,"Residential, Vehicular",965.92,594.83,976.73,856.5,311.03,1891.79,Winter,5596.8,"850,750"
overweight,male,omnivore,less frequently,electricity,0.0,often,51,very frequently,1127,0.0,6,24,14,15,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",2243,Engineering,Navi Mumbai,India,6.0,0.0,0.0,1.0,34,6,6,13,608,26,Taloja,"Industrial, Construction",600.73,460.2,1055.85,581.65,346.7,0.0,Monsoon,3045.13,"1000,350"
obese,male,pescatarian,more frequently,coal,0.0,sometimes,288,never,6367,0.0,7,6,12,3,No,"['Paper', 'Glass']","['Stove', 'Microwave']",3961,Sales,Mumbai,India,7.0,0.0,0.0,1.0,33,0,1,6,275,107,Andheri (Airport area),"Vehicular, Corporate, Airport",822.91,823.36,937.77,900.15,372.11,2511.7,Monsoon,6368.0,"750,650,2000"
underweight,female,vegan,twice a day,wood,0.0,never,299,very frequently,1961,0.0,7,2,47,12,Sometimes,['Plastic'],"['Stove', 'Microwave']",3152,Sales,Navi Mumbai,India,7.0,0.0,0.0,1.0,2,2,32,9,1225,51,Nerul,"Residential, Corporate, Construction",791.65,614.63,758.28,557.78,334.23,0.0,Summer,3056.57,"700,500,350"
underweight,female,vegan,less frequently,natural gas,0.0,often,230,very frequently,1877,0.0,5,3,14,12,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven']",2164,Engineering,Navi Mumbai,India,5.0,0.0,0.0,1.0,36,2,55,0,136,42,Nerul,"Residential, Corporate, Construction",734.63,617.12,839.72,501.23,460.71,0.0,Winter,3153.41,"700,500,350"
normal,female,vegetarian,twice a day,coal,0.0,sometimes,79,never,0,0.0,2,4,36,23,No,['Glass'],['Stove'],1322,Engineering,Mumbai,India,2.0,0.0,0.0,1.0,39,0,32,0,1447,69,Mazgaon,"Vehicular, Residential",962.9,469.31,1095.26,867.05,367.99,1645.78,Monsoon,5408.29,"750,850"
underweight,female,vegetarian,twice a day,coal,0.0,sometimes,168,frequently,1746,0.0,5,7,10,3,No,"['Glass', 'Metal']","['Oven', 'Microwave']",1946,Student,Mumbai,India,5.0,0.0,0.0,1.0,25,7,39,13,1015,137,Goregaon,"Residential, Construction",1011.31,542.6,864.3,664.04,399.06,1802.41,Monsoon,5283.72,"850,400"
obese,female,omnivore,twice a day,coal,0.0,sometimes,293,frequently,8,0.0,6,12,27,17,No,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",3316,Other,Navi Mumbai,India,6.0,0.0,0.0,1.0,22,3,59,7,696,44,Koparkhairane,"Residential, Industrial",701.34,445.57,1095.33,611.65,260.86,0.0,Monsoon,3114.75,"700,1000"
normal,female,pescatarian,less frequently,electricity,0.0,never,185,very frequently,13,0.0,6,13,42,23,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],2405,Sales,Navi Mumbai,India,6.0,0.0,0.0,1.0,38,4,56,13,533,25,Koparkhairane,"Residential, Industrial",782.2,450.94,994.77,556.47,370.57,0.0,Summer,3154.95,"700,1000"
obese,female,vegan,daily,wood,0.0,often,78,very frequently,446,0.0,1,11,22,23,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2292,Student,Mumbai,India,1.0,0.0,0.0,1.0,14,6,48,6,595,116,Chembur,"Industrial, Vehicular",764.79,674.31,1511.39,826.12,350.15,1830.64,Winter,5957.4,"1200,750"
normal,female,omnivore,less frequently,wood,0.0,often,288,very frequently,92,0.0,4,23,7,9,No,[],"['Stove', 'Grill', 'Airfryer']",2526,Finance,Navi Mumbai,India,4.0,0.0,0.0,1.0,3,2,22,17,1659,115,Vashi,"Corporate, Residential, Vehicular",741.29,598.26,828.83,643.24,291.61,0.0,Monsoon,3103.23,"500,700,600"
obese,male,vegetarian,less frequently,wood,0.0,never,126,very frequently,180,0.0,4,18,39,0,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",3227,Engineering,Navi Mumbai,India,4.0,0.0,0.0,1.0,28,1,4,8,991,23,CBD Belapur,"Corporate, Vehicular",643.31,584.42,918.71,604.5,275.29,0.0,Winter,3026.23,"500,600"
obese,female,vegetarian,more frequently,wood,0.0,sometimes,56,never,36,0.0,7,8,30,17,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1923,Student,Navi Mumbai,India,7.0,0.0,0.0,1.0,21,2,13,14,1834,25,Taloja,"Industrial, Construction",678.28,435.72,1191.75,542.38,381.34,0.0,Winter,3229.47,"1000,350"
underweight,male,vegetarian,less frequently,coal,0.0,sometimes,51,frequently,33,0.0,4,1,47,14,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2183,Operations,Mumbai,India,4.0,0.0,0.0,1.0,24,0,7,0,1105,78,Borivali,"Residential, Vehicular",838.13,621.01,1085.98,859.71,362.18,1887.41,Monsoon,5654.42,"850,750"
underweight,female,vegan,less frequently,natural gas,0.0,never,75,very frequently,78,0.0,5,4,44,19,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",2093,Engineering,Mumbai,India,5.0,0.0,0.0,1.0,12,1,19,10,1249,71,Malad West,"Residential, Construction",976.2,574.78,946.09,676.02,380.14,1480.33,Post-Monsoon,5033.56,"850,400"
normal,male,vegetarian,less frequently,natural gas,0.0,never,179,rarely,447,0.0,5,8,12,12,Yes,[],['Microwave'],1594,Sales,Navi Mumbai,India,5.0,0.0,0.0,1.0,17,1,17,18,404,38,CBD Belapur,"Corporate, Vehicular",530.12,555.24,836.81,661.12,301.91,0.0,Summer,2885.2,"500,600"
underweight,male,vegetarian,more frequently,natural gas,0.0,never,221,never,19,0.0,7,14,31,19,Yes,['Paper'],['Stove'],1975,Student,Mumbai,India,7.0,0.0,0.0,1.0,32,5,22,9,355,141,Worli,"Vehicular, Construction",710.52,515.19,1248.34,765.96,427.11,2077.03,Winter,5744.15,"750,400"
underweight,male,vegan,less frequently,coal,0.0,never,225,never,1631,0.0,1,10,38,21,Yes,['Plastic'],[],1605,Student,Mumbai,India,1.0,0.0,0.0,1.0,15,2,28,17,1515,45,Goregaon,"Residential, Construction",917.51,499.42,902.88,722.38,390.9,2098.08,Winter,5531.17,"850,400"
normal,male,omnivore,daily,electricity,0.0,sometimes,242,rarely,91,0.0,7,19,5,9,Sometimes,"['Plastic', 'Glass', 'Metal']",['Oven'],1724,Other,Navi Mumbai,India,7.0,0.0,0.0,1.0,1,2,6,3,686,67,Turbhe,"Industrial, Vehicular",703.71,442.24,1152.66,612.58,298.08,0.0,Monsoon,3209.27,"1000,600"
overweight,male,omnivore,less frequently,natural gas,0.0,often,107,very frequently,46,0.0,3,9,21,8,Yes,['Plastic'],[],2777,Student,Navi Mumbai,India,3.0,0.0,0.0,1.0,34,4,23,17,1620,108,Nerul,"Residential, Corporate, Construction",822.83,554.39,848.94,489.17,397.24,0.0,Summer,3112.57,"700,500,350"
normal,female,vegetarian,more frequently,coal,0.0,sometimes,251,never,62,0.0,4,19,22,8,No,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",1564,Other,Navi Mumbai,India,4.0,0.0,0.0,1.0,33,1,45,17,721,57,Turbhe,"Industrial, Vehicular",549.35,453.43,1126.87,673.73,310.6,0.0,Winter,3113.98,"1000,600"
normal,female,omnivore,less frequently,natural gas,0.0,never,152,never,6040,0.0,3,7,49,22,Yes,['Plastic'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2779,Operations,Navi Mumbai,India,3.0,0.0,0.0,1.0,29,4,24,19,1580,103,Vashi,"Corporate, Residential, Vehicular",743.82,482.54,983.25,741.57,302.02,0.0,Winter,3253.2,"500,700,600"
underweight,male,vegan,daily,electricity,0.0,sometimes,238,frequently,73,0.0,6,8,17,5,Yes,['Plastic'],['Stove'],1477,Other,Navi Mumbai,India,6.0,0.0,0.0,1.0,12,0,13,11,1129,127,Kharghar,"Residential, Construction",767.49,383.12,841.29,489.52,452.94,0.0,Monsoon,2934.36,"700,350"
underweight,male,omnivore,daily,natural gas,0.0,often,174,frequently,3662,0.0,2,9,44,21,Yes,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2046,Student,Navi Mumbai,India,2.0,0.0,0.0,1.0,12,5,37,8,1675,22,Kharghar,"Residential, Construction",738.48,494.83,923.5,490.18,332.6,0.0,Summer,2979.59,"700,350"
normal,male,pescatarian,twice a day,electricity,0.0,often,117,rarely,56,0.0,7,2,20,24,No,"['Paper', 'Plastic']",[],1793,Engineering,Navi Mumbai,India,7.0,0.0,0.0,1.0,17,0,2,17,948,60,Vashi,"Corporate, Residential, Vehicular",770.35,534.25,988.5,614.84,287.4,0.0,Monsoon,3195.34,"500,700,600"
obese,male,vegetarian,more frequently,coal,0.0,sometimes,94,rarely,66,0.0,1,21,32,17,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",1747,Finance,Mumbai,India,1.0,0.0,0.0,1.0,31,0,52,5,1049,55,Bandra Kurla Complex,Corporate,753.96,660.63,897.81,651.51,385.2,1919.96,Winter,5269.07,650
normal,male,omnivore,twice a day,wood,0.0,sometimes,248,very frequently,7434,0.0,4,9,27,1,Sometimes,['Metal'],"['Oven', 'Grill', 'Airfryer']",4768,Other,Navi Mumbai,India,4.0,0.0,0.0,1.0,31,2,45,18,1840,49,CBD Belapur,"Corporate, Vehicular",688.74,488.55,873.97,615.47,315.19,0.0,Monsoon,2981.92,"500,600"
overweight,female,pescatarian,twice a day,electricity,0.0,often,147,never,95,0.0,6,8,0,12,No,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",1132,Finance,Mumbai,India,6.0,0.0,0.0,1.0,34,2,13,19,1488,135,Chembur,"Industrial, Vehicular",778.53,570.93,1429.23,747.18,333.06,1576.39,Monsoon,5435.32,"1200,750"
overweight,male,pescatarian,less frequently,natural gas,0.0,never,177,rarely,1973,0.0,5,9,41,3,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",1742,Student,Mumbai,India,5.0,0.0,0.0,1.0,38,0,2,14,756,132,Sion,"Vehicular, Construction",643.72,579.86,1097.25,753.24,493.55,1872.58,Summer,5440.2,"750,400"
