Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission,subdomain,city,country,total_co2,lpg_kg,flights_hours,meat_meals,dining_out,shopping_spend,waste_kg,area,area_type_raw,Residential,Corporate,Industrial,Vehicular,Construction,Airport,season,area_total_emission,area_emissions_list
overweight,male,vegan,daily,natural gas,never,198,never,1727,7,11,12,5,Yes,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1967,Engineering,Mumbai,India,230.0,31,0,34,4,913,37,Goregaon,"Residential, Construction",57.5,46.0,18.4,92.0,11.5,4.6,Summer,230.0,"850,400"
obese,female,pescatarian,twice a day,wood,often,170,never,60,5,23,48,4,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1820,Student,Mumbai,India,235.0,22,5,59,5,1300,56,Mazgaon,"Vehicular, Residential",42.3,35.25,47.0,82.25,23.5,4.7,Monsoon,235.0,"750,850"
normal,male,pescatarian,twice a day,wood,never,211,never,92,4,24,43,2,Yes,"['Paper', 'Plastic']","['Stove', 'Microwave']",1674,Finance,Navi Mumbai,India,285.0,21,3,0,16,1502,57,Taloja,"Industrial, Construction",14.25,8.55,199.5,42.75,14.25,5.7,Winter,285.0,"1000,350"
obese,male,vegetarian,daily,natural gas,sometimes,158,never,3997,4,12,36,17,Yes,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']",2963,Engineering,Navi Mumbai,India,225.0,24,2,3,14,550,21,Airoli,"Residential, Corporate",63.0,33.75,40.5,72.0,11.25,4.5,Monsoon,225.0,"700,500"
obese,female,vegetarian,twice a day,electricity,sometimes,238,rarely,1277,3,12,7,13,Yes,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1388,Sales,Navi Mumbai,India,235.0,21,1,8,9,586,78,Vashi,"Corporate, Residential, Vehicular",70.5,35.25,23.5,82.25,18.8,4.7,Summer,235.0,"500,700,600"
normal,male,pescatarian,daily,electricity,never,85,frequently,1430,7,16,47,9,Sometimes,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",2330,Student,Navi Mumbai,India,230.0,21,3,44,2,1790,94,Nerul,"Residential, Corporate, Construction",75.9,34.5,18.4,80.5,16.1,4.6,Summer,230.0,"700,500,350"
overweight,female,vegan,more frequently,electricity,never,167,frequently,911,2,16,48,16,Sometimes,"['Paper', 'Plastic']","['Grill', 'Airfryer']",1874,Other,Navi Mumbai,India,205.0,5,0,31,6,1372,125,CBD Belapur,"Corporate, Vehicular",57.4,61.5,8.2,61.5,12.3,4.1,Monsoon,205.0,"500,600"
obese,male,vegan,more frequently,natural gas,never,72,rarely,410,3,2,34,12,No,[],"['Stove', 'Oven']",1791,Engineering,Mumbai,India,230.0,14,0,4,1,306,101,Goregaon,"Residential, Construction",57.5,46.0,18.4,92.0,11.5,4.6,Monsoon,230.0,"850,400"
underweight,female,omnivore,less frequently,coal,sometimes,288,never,400,3,19,31,8,Sometimes,"['Paper', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1428,Other,Mumbai,India,235.0,36,1,13,12,1367,132,Mazgaon,"Vehicular, Residential",42.3,35.25,47.0,82.25,23.5,4.7,Monsoon,235.0,"750,850"
overweight,male,vegetarian,daily,electricity,often,152,never,1449,3,0,34,6,Yes,['Plastic'],"['Stove', 'Grill', 'Airfryer']",1467,Engineering,Mumbai,India,225.0,32,1,50,13,778,100,Worli,"Vehicular, Construction",45.0,56.25,11.25,90.0,18.0,4.5,Monsoon,225.0,"750,400"
normal,female,vegetarian,more frequently,wood,never,283,frequently,35,2,12,20,15,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1601,Other,Navi Mumbai,India,235.0,7,2,25,3,313,87,Vashi,"Corporate, Residential, Vehicular",70.5,35.25,23.5,82.25,18.8,4.7,Monsoon,235.0,"500,700,600"
underweight,male,pescatarian,twice a day,electricity,never,66,frequently,57,5,15,29,11,Sometimes,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",1393,Engineering,Navi Mumbai,India,265.0,4,3,22,7,1207,38,Turbhe,"Industrial, Vehicular",21.2,13.25,145.75,66.25,13.25,5.3,Summer,265.0,"1000,600"
overweight,female,pescatarian,daily,coal,sometimes,271,very frequently,93,1,0,14,6,No,['Plastic'],"['Oven', 'Microwave']",2483,Finance,Navi Mumbai,India,205.0,38,2,45,4,126,106,CBD Belapur,"Corporate, Vehicular",57.4,61.5,8.2,61.5,12.3,4.1,Winter,205.0,"500,600"
obese,female,vegetarian,less frequently,coal,often,293,very frequently,1697,4,15,39,8,No,['Glass'],"['Oven', 'Grill', 'Airfryer']",3904,Student,Navi Mumbai,India,235.0,3,3,21,11,1158,46,Vashi,"Corporate, Residential, Vehicular",70.5,35.25,23.5,82.25,18.8,4.7,Summer,235.0,"500,700,600"
overweight,female,pescatarian,more frequently,wood,never,191,frequently,77,2,5,35,20,No,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",2107,Student,Navi Mumbai,India,240.0,5,3,26,11,1625,135,Kharghar,"Residential, Construction",72.0,36.0,28.8,84.0,14.4,4.8,Summer,240.00000000000003,"700,350"
normal,male,vegetarian,less frequently,electricity,sometimes,201,frequently,678,2,11,2,17,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1146,Operations,Mumbai,India,2.0,31,3,24,10,914,135,Andheri (Airport area),"Vehicular, Corporate, Airport",750.37,626.94,1108.33,847.46,426.39,2035.04,Summer,5794.53,"750,650,2000"
underweight,female,omnivore,less frequently,electricity,never,275,never,82,1,21,9,4,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",730,Operations,Navi Mumbai,India,240.0,29,3,35,1,919,64,Kharghar,"Residential, Construction",72.0,36.0,28.8,84.0,14.4,4.8,Monsoon,240.00000000000003,"700,350"
underweight,male,omnivore,daily,natural gas,sometimes,292,never,10,3,0,23,4,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1460,Operations,Mumbai,India,235.0,34,4,3,4,168,97,Mazgaon,"Vehicular, Residential",42.3,35.25,47.0,82.25,23.5,4.7,Monsoon,235.0,"750,850"
underweight,female,vegan,twice a day,natural gas,never,95,frequently,4037,7,2,35,10,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2414,Student,Mumbai,India,225.0,39,3,31,12,293,87,Worli,"Vehicular, Construction",45.0,56.25,11.25,90.0,18.0,4.5,Monsoon,225.0,"750,400"
obese,male,pescatarian,daily,natural gas,never,278,very frequently,75,6,23,8,7,Yes,[],"['Grill', 'Airfryer']",3162,Student,Mumbai,India,230.0,15,2,8,17,396,106,Goregaon,"Residential, Construction",57.5,46.0,18.4,92.0,11.5,4.6,Summer,230.0,"850,400"
underweight,female,vegetarian,less frequently,coal,sometimes,158,very frequently,80,4,14,25,22,Sometimes,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']",2411,Sales,Navi Mumbai,India,230.0,12,0,1,16,1685,55,Nerul,"Residential, Corporate, Construction",75.9,34.5,18.4,80.5,16.1,4.6,Summer,230.0,"700,500,350"
obese,male,vegan,daily,electricity,never,253,never,21,4,7,43,15,Yes,['Metal'],"['Stove', 'Oven', 'Microwave']",1447,Finance,Mumbai,India,210.0,29,4,41,5,656,46,Borivali,"Residential, Vehicular",73.5,16.8,6.3,94.5,14.7,4.2,Monsoon,210.0,"850,750"
overweight,male,vegetarian,daily,wood,never,224,never,1980,1,11,6,5,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",916,Other,Mumbai,India,1.0,18,5,49,18,1399,46,Andheri (Airport area),"Vehicular, Corporate, Airport",839.83,759.51,1117.33,815.78,366.24,2028.24,Summer,5926.93,"750,650,2000"
normal,male,vegetarian,more frequently,wood,often,150,very frequently,5470,3,14,15,11,No,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave']",2553,Engineering,Navi Mumbai,India,285.0,16,4,56,16,1755,114,Taloja,"Industrial, Construction",14.25,8.55,199.5,42.75,14.25,5.7,Summer,285.0,"1000,350"
underweight,female,pescatarian,twice a day,electricity,often,141,frequently,30,3,24,23,12,No,['Paper'],['Oven'],1548,Sales,Mumbai,India,255.0,18,1,38,16,1066,95,Chembur,"Industrial, Vehicular",30.6,25.5,114.75,63.75,15.3,5.1,Monsoon,255.0,"1200,750"
obese,female,omnivore,twice a day,electricity,often,174,never,2356,4,9,38,4,No,['Paper'],['Stove'],2027,Student,Mumbai,India,235.0,27,0,52,17,391,95,Mazgaon,"Vehicular, Residential",42.3,35.25,47.0,82.25,23.5,4.7,Summer,235.0,"750,850"
normal,female,pescatarian,daily,coal,often,154,very frequently,1463,4,14,1,4,Sometimes,"['Paper', 'Plastic']","['Grill', 'Airfryer']",2377,Student,Navi Mumbai,India,265.0,25,2,45,14,1835,147,Turbhe,"Industrial, Vehicular",21.2,13.25,145.75,66.25,13.25,5.3,Summer,265.0,"1000,600"
normal,male,vegetarian,more frequently,natural gas,often,239,frequently,3075,6,10,12,24,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3122,Other,Mumbai,India,240.0,36,4,52,19,702,41,Bandra Kurla Complex,Corporate,24.0,132.0,4.8,60.0,14.4,4.8,Winter,240.00000000000003,650
underweight,female,vegan,twice a day,electricity,sometimes,266,never,2,6,12,49,3,Yes,['Metal'],"['Stove', 'Oven', 'Microwave']",1357,Other,Mumbai,India,240.0,25,1,24,3,425,94,Sion,"Vehicular, Construction",52.8,36.0,36.0,91.2,19.2,4.8,Monsoon,240.0,"750,400"
underweight,male,vegetarian,daily,coal,often,122,very frequently,43,2,12,12,24,Sometimes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2620,Finance,Navi Mumbai,India,240.0,22,0,46,3,1275,123,Kharghar,"Residential, Construction",72.0,36.0,28.8,84.0,14.4,4.8,Monsoon,240.00000000000003,"700,350"
underweight,male,pescatarian,less frequently,wood,often,286,rarely,8,3,22,40,14,Sometimes,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1611,Operations,Mumbai,India,255.0,8,1,9,4,775,71,Chembur,"Industrial, Vehicular",30.6,25.5,114.75,63.75,15.3,5.1,Monsoon,255.0,"1200,750"
obese,male,vegan,daily,natural gas,sometimes,135,very frequently,371,1,21,45,24,Yes,['Plastic'],[],3365,Other,Navi Mumbai,India,225.0,11,4,36,14,1256,122,Airoli,"Residential, Corporate",63.0,33.75,40.5,72.0,11.25,4.5,Monsoon,225.0,"700,500"
normal,male,vegetarian,twice a day,coal,never,201,very frequently,6,4,3,6,17,No,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2662,Other,Mumbai,India,240.0,0,2,24,1,1335,121,Sion,"Vehicular, Construction",52.8,36.0,36.0,91.2,19.2,4.8,Winter,240.0,"750,400"
obese,female,vegetarian,daily,coal,often,266,very frequently,8457,1,3,5,6,Yes,['Paper'],['Oven'],4743,Sales,Mumbai,India,1.0,0,0,39,10,1114,140,Andheri (Airport area),"Vehicular, Corporate, Airport",725.16,662.27,1029.12,799.87,375.65,2168.74,Winter,5760.81,"750,650,2000"
underweight,female,vegan,twice a day,electricity,sometimes,289,very frequently,458,5,21,35,9,No,"['Plastic', 'Glass']",['Stove'],2517,Student,Mumbai,India,235.0,33,3,53,2,280,96,Mazgaon,"Vehicular, Residential",42.3,35.25,47.0,82.25,23.5,4.7,Monsoon,235.0,"750,850"
underweight,male,omnivore,more frequently,electricity,sometimes,119,very frequently,25,6,8,18,5,No,"['Paper', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2427,Operations,Navi Mumbai,India,240.0,31,2,52,10,867,25,Kharghar,"Residential, Construction",72.0,36.0,28.8,84.0,14.4,4.8,Summer,240.00000000000003,"700,350"
overweight,male,vegetarian,twice a day,coal,never,227,rarely,7714,5,10,23,11,No,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",3855,Sales,Mumbai,India,5.0,24,6,28,2,460,73,Andheri (Airport area),"Vehicular, Corporate, Airport",766.11,829.65,886.71,758.26,285.78,2353.53,Winter,5880.04,"750,650,2000"
obese,male,vegetarian,daily,wood,often,64,very frequently,98,1,11,43,14,No,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",3097,Finance,Navi Mumbai,India,225.0,39,2,36,10,523,21,Airoli,"Residential, Corporate",63.0,33.75,40.5,72.0,11.25,4.5,Summer,225.0,"700,500"
underweight,male,omnivore,daily,coal,never,284,never,6580,4,13,40,3,No,[],"['Oven', 'Microwave']",3759,Operations,Mumbai,India,235.0,0,2,4,1,709,91,Mazgaon,"Vehicular, Residential",42.3,35.25,47.0,82.25,23.5,4.7,Winter,235.0,"750,850"
obese,female,pescatarian,less frequently,coal,never,63,very frequently,1993,4,2,2,13,No,['Paper'],[],2732,Student,Mumbai,India,255.0,15,4,13,19,1994,110,Chembur,"Industrial, Vehicular",30.6,25.5,114.75,63.75,15.3,5.1,Summer,255.0,"1200,750"
underweight,female,pescatarian,more frequently,electricity,never,86,frequently,1350,7,24,31,17,Sometimes,['Glass'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1882,Engineering,Navi Mumbai,India,240.0,38,3,32,19,223,147,Kharghar,"Residential, Construction",72.0,36.0,28.8,84.0,14.4,4.8,Monsoon,240.00000000000003,"700,350"
overweight,female,pescatarian,twice a day,electricity,often,65,very frequently,7864,4,18,19,2,Yes,['Metal'],"['Grill', 'Airfryer']",5032,Engineering,Mumbai,India,240.0,4,1,26,14,277,107,Sion,"Vehicular, Construction",52.8,36.0,36.0,91.2,19.2,4.8,Summer,240.0,"750,400"
underweight,female,pescatarian,less frequently,wood,sometimes,181,frequently,2767,2,19,38,1,Yes,"['Plastic', 'Metal']","['Stove', 'Oven']",2091,Sales,Mumbai,India,235.0,21,2,4,7,429,115,Mazgaon,"Vehicular, Residential",42.3,35.25,47.0,82.25,23.5,4.7,Summer,235.0,"750,850"
obese,male,omnivore,more frequently,electricity,never,115,very frequently,80,3,21,7,1,Sometimes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2626,Operations,Navi Mumbai,India,265.0,28,2,50,1,1062,61,Turbhe,"Industrial, Vehicular",21.2,13.25,145.75,66.25,13.25,5.3,Summer,265.0,"1000,600"
underweight,female,vegan,daily,wood,never,177,never,78,4,22,38,3,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",1021,Other,Mumbai,India,225.0,2,3,53,17,1876,118,Malad West,"Residential, Construction",67.5,22.5,13.5,101.25,15.75,4.5,Winter,225.0,"850,400"
underweight,male,vegetarian,more frequently,natural gas,sometimes,212,rarely,83,1,2,24,15,Yes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",1306,Finance,Navi Mumbai,India,245.0,11,2,56,7,1349,70,Ghansoli,"Residential, Industrial",61.25,29.4,61.25,73.5,14.7,4.9,Post-Monsoon,245.0,"700,1000"
overweight,female,vegetarian,twice a day,natural gas,sometimes,130,very frequently,50,7,1,50,11,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3191,Engineering,Navi Mumbai,India,235.0,25,1,43,11,262,22,Vashi,"Corporate, Residential, Vehicular",70.5,35.25,23.5,82.25,18.8,4.7,Summer,235.0,"500,700,600"
obese,male,omnivore,more frequently,coal,often,50,never,7386,1,19,35,2,Yes,['Metal'],"['Grill', 'Airfryer']",5360,Engineering,Mumbai,India,210.0,15,0,14,5,1955,56,Borivali,"Residential, Vehicular",73.5,16.8,6.3,94.5,14.7,4.2,Winter,210.0,"850,750"
normal,male,pescatarian,daily,coal,never,236,very frequently,719,4,17,31,4,Yes,"['Paper', 'Glass']","['Stove', 'Microwave']",3077,Sales,Mumbai,India,240.0,36,2,2,1,912,41,Sion,"Vehicular, Construction",52.8,36.0,36.0,91.2,19.2,4.8,Summer,240.0,"750,400"
normal,male,vegan,more frequently,natural gas,sometimes,145,rarely,705,3,18,20,11,Sometimes,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1541,Finance,Mumbai,India,225.0,21,2,0,11,592,122,Worli,"Vehicular, Construction",45.0,56.25,11.25,90.0,18.0,4.5,Summer,225.0,"750,400"
obese,female,vegetarian,more frequently,natural gas,often,183,frequently,72,5,13,40,24,Yes,"['Plastic', 'Metal']","['Stove', 'Microwave']",2241,Other,Navi Mumbai,India,205.0,28,1,23,11,1929,117,CBD Belapur,"Corporate, Vehicular",57.4,61.5,8.2,61.5,12.3,4.1,Winter,205.0,"500,600"
normal,male,omnivore,less frequently,electricity,often,142,very frequently,45,6,17,39,16,No,['Paper'],"['Microwave', 'Grill', 'Airfryer']",3317,Student,Navi Mumbai,India,245.0,13,1,11,12,977,106,Ghansoli,"Residential, Industrial",61.25,29.4,61.25,73.5,14.7,4.9,Monsoon,245.0,"700,1000"
normal,male,omnivore,more frequently,electricity,never,254,never,1431,2,16,19,7,No,"['Paper', 'Plastic', 'Glass']",[],1169,Sales,Navi Mumbai,India,265.0,27,0,44,8,570,81,Turbhe,"Industrial, Vehicular",21.2,13.25,145.75,66.25,13.25,5.3,Monsoon,265.0,"1000,600"
obese,female,vegan,less frequently,wood,often,270,rarely,9881,4,14,20,15,Yes,['Plastic'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",5753,Student,Mumbai,India,240.0,4,4,13,14,1480,54,Bandra Kurla Complex,Corporate,24.0,132.0,4.8,60.0,14.4,4.8,Summer,240.00000000000003,650
obese,female,vegetarian,more frequently,wood,often,254,frequently,4180,5,21,5,13,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],2232,Student,Mumbai,India,230.0,29,1,56,10,440,48,Goregaon,"Residential, Construction",57.5,46.0,18.4,92.0,11.5,4.6,Winter,230.0,"850,400"
obese,male,vegan,less frequently,wood,sometimes,186,frequently,240,2,0,10,4,No,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",1724,Sales,Navi Mumbai,India,240.0,4,0,41,8,254,85,Kharghar,"Residential, Construction",72.0,36.0,28.8,84.0,14.4,4.8,Summer,240.00000000000003,"700,350"
overweight,female,vegan,daily,coal,sometimes,160,never,6,1,12,32,24,Yes,['Metal'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1367,Finance,Mumbai,India,225.0,11,1,19,7,859,144,Malad West,"Residential, Construction",67.5,22.5,13.5,101.25,15.75,4.5,Post-Monsoon,225.0,"850,400"
obese,male,vegetarian,more frequently,wood,never,169,frequently,5869,3,3,3,1,Sometimes,"['Paper', 'Glass']",['Oven'],3537,Other,Mumbai,India,255.0,15,1,57,19,1316,69,Chembur,"Industrial, Vehicular",30.6,25.5,114.75,63.75,15.3,5.1,Winter,255.0,"1200,750"
overweight,female,omnivore,daily,electricity,never,221,rarely,353,3,1,13,19,Sometimes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",1469,Operations,Navi Mumbai,India,235.0,25,2,13,17,684,33,Vashi,"Corporate, Residential, Vehicular",70.5,35.25,23.5,82.25,18.8,4.7,Monsoon,235.0,"500,700,600"
overweight,male,omnivore,daily,electricity,often,190,never,1718,5,16,34,7,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven']",2124,Engineering,Mumbai,India,240.0,25,3,13,10,1382,67,Sion,"Vehicular, Construction",52.8,36.0,36.0,91.2,19.2,4.8,Monsoon,240.0,"750,400"
underweight,female,vegan,daily,natural gas,sometimes,147,very frequently,9543,1,16,2,8,Sometimes,['Paper'],"['Oven', 'Microwave']",1640,Finance,Mumbai,India,225.0,20,3,44,4,1950,63,Malad West,"Residential, Construction",67.5,22.5,13.5,101.25,15.75,4.5,Monsoon,225.0,"850,400"
underweight,female,vegetarian,more frequently,coal,never,129,frequently,64,6,6,14,6,No,"['Glass', 'Metal']",['Microwave'],1902,Operations,Navi Mumbai,India,285.0,38,2,52,3,1353,91,Taloja,"Industrial, Construction",14.25,8.55,199.5,42.75,14.25,5.7,Winter,285.0,"1000,350"
overweight,female,vegetarian,daily,electricity,never,59,very frequently,913,4,8,14,11,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1785,Sales,Mumbai,India,235.0,35,3,34,4,199,148,Mazgaon,"Vehicular, Residential",42.3,35.25,47.0,82.25,23.5,4.7,Summer,235.0,"750,850"
normal,female,vegan,twice a day,wood,often,158,rarely,590,1,16,30,1,Yes,"['Paper', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1171,Operations,Navi Mumbai,India,230.0,32,3,55,6,325,22,Nerul,"Residential, Corporate, Construction",75.9,34.5,18.4,80.5,16.1,4.6,Monsoon,230.0,"700,500,350"
obese,male,vegetarian,more frequently,coal,sometimes,57,never,64,2,9,6,21,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",1179,Operations,Navi Mumbai,India,235.0,29,3,18,16,1153,137,Vashi,"Corporate, Residential, Vehicular",70.5,35.25,23.5,82.25,18.8,4.7,Winter,235.0,"500,700,600"
overweight,female,vegan,twice a day,wood,sometimes,247,never,726,6,5,43,0,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1794,Operations,Mumbai,India,240.0,36,2,19,17,834,117,Sion,"Vehicular, Construction",52.8,36.0,36.0,91.2,19.2,4.8,Monsoon,240.0,"750,400"
overweight,male,vegan,daily,natural gas,sometimes,178,never,4157,3,24,25,10,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1915,Operations,Mumbai,India,235.0,22,2,41,0,1345,67,Mazgaon,"Vehicular, Residential",42.3,35.25,47.0,82.25,23.5,4.7,Monsoon,235.0,"750,850"
obese,female,omnivore,daily,electricity,often,237,frequently,88,3,20,46,12,Yes,"['Paper', 'Plastic', 'Metal']",['Stove'],2080,Sales,Mumbai,India,210.0,9,1,43,15,1139,145,Borivali,"Residential, Vehicular",73.5,16.8,6.3,94.5,14.7,4.2,Monsoon,210.0,"850,750"
normal,female,omnivore,daily,wood,never,236,frequently,3004,2,9,12,4,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1621,Engineering,Navi Mumbai,India,285.0,4,3,22,8,1920,28,Taloja,"Industrial, Construction",14.25,8.55,199.5,42.75,14.25,5.7,Monsoon,285.0,"1000,350"
overweight,male,vegetarian,more frequently,wood,often,85,very frequently,58,2,15,31,0,No,['Metal'],"['Oven', 'Microwave']",2883,Sales,Mumbai,India,230.0,35,2,33,11,817,65,Goregaon,"Residential, Construction",57.5,46.0,18.4,92.0,11.5,4.6,Winter,230.0,"850,400"
normal,male,vegan,less frequently,natural gas,sometimes,194,frequently,6246,3,21,32,8,Yes,[],['Oven'],2265,Engineering,Mumbai,India,230.0,33,2,0,18,557,77,Goregaon,"Residential, Construction",57.5,46.0,18.4,92.0,11.5,4.6,Winter,230.0,"850,400"
underweight,male,pescatarian,more frequently,coal,never,217,never,2,6,20,32,4,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1788,Operations,Navi Mumbai,India,240.0,30,1,3,10,315,34,Kharghar,"Residential, Construction",72.0,36.0,28.8,84.0,14.4,4.8,Summer,240.00000000000003,"700,350"
underweight,male,vegetarian,daily,electricity,never,151,never,3,4,16,26,15,Yes,['Paper'],['Stove'],769,Finance,Navi Mumbai,India,265.0,9,0,39,5,711,138,Turbhe,"Industrial, Vehicular",21.2,13.25,145.75,66.25,13.25,5.3,Summer,265.0,"1000,600"
normal,male,vegan,less frequently,coal,sometimes,80,rarely,76,3,8,28,16,Yes,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1514,Other,Navi Mumbai,India,240.0,18,2,16,3,635,134,Kharghar,"Residential, Construction",72.0,36.0,28.8,84.0,14.4,4.8,Monsoon,240.00000000000003,"700,350"
underweight,male,omnivore,daily,electricity,never,65,rarely,44,1,6,4,4,No,"['Paper', 'Glass', 'Metal']",['Oven'],369,Student,Mumbai,India,210.0,31,1,25,15,1898,65,Borivali,"Residential, Vehicular",73.5,16.8,6.3,94.5,14.7,4.2,Summer,210.0,"850,750"
overweight,male,pescatarian,less frequently,coal,often,109,rarely,3,2,0,2,19,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1334,Student,Navi Mumbai,India,265.0,0,2,13,2,532,90,Turbhe,"Industrial, Vehicular",21.2,13.25,145.75,66.25,13.25,5.3,Summer,265.0,"1000,600"
