Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission,subdomain,city,country,total_co2,Transport_share,Waste Bag Size_share,Waste Bag Weekly Count_share,lpg_kg,flights_hours,meat_meals,dining_out,shopping_spend,waste_kg,area,area_type_raw,Residential,Corporate,Industrial,Vehicular,Construction,Airport
overweight,male,omnivore,less frequently,electricity,0.0,sometimes,230,very frequently,4302,0.0,6,6,31,16,Sometimes,"['Glass', 'Metal']",[],4513,Finance,Navi Mumbai,India,6.0,0.0,0.0,1.0,4,2,5,15,1926,81,CBD Belapur,"Corporate, Vehicular",0,1,0,1,0,0
underweight,male,omnivore,less frequently,wood,0.0,never,94,rarely,32,0.0,6,15,5,17,Sometimes,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1002,Other,Navi Mumbai,India,6.0,0.0,0.0,1.0,19,4,46,1,123,87,Nerul,"Residential, Corporate, Construction",1,1,0,0,1,0
underweight,male,pescatarian,daily,coal,0.0,never,118,frequently,6269,0.0,5,9,36,20,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",3288,Other,Navi Mumbai,India,5.0,0.0,0.0,1.0,20,3,6,14,1092,80,Kharghar,"Residential, Construction",1,0,0,0,1,0
overweight,female,vegan,daily,electricity,0.0,often,232,very frequently,3002,0.0,3,7,27,10,No,['Glass'],"['Stove', 'Oven', 'Grill', 'Airfryer']",2415,Other,Mumbai,India,3.0,0.0,0.0,1.0,39,3,50,7,568,47,Mazgaon,"Vehicular, Residential",1,0,0,1,0,0
underweight,female,vegan,less frequently,coal,0.0,often,185,frequently,377,0.0,1,10,8,17,No,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",1392,Other,Navi Mumbai,India,1.0,0.0,0.0,1.0,30,4,45,16,1560,89,Vashi,"Corporate, Residential, Vehicular",1,1,0,1,0,0
normal,female,vegetarian,twice a day,wood,0.0,sometimes,91,never,52,0.0,7,19,12,8,Yes,"['Plastic', 'Glass']",['Stove'],901,Student,Navi Mumbai,India,7.0,0.0,0.0,1.0,35,4,3,13,313,116,CBD Belapur,"Corporate, Vehicular",0,1,0,1,0,0
normal,female,pescatarian,more frequently,natural gas,0.0,sometimes,97,very frequently,28,0.0,7,6,7,2,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2476,Operations,Mumbai,India,7.0,0.0,0.0,1.0,10,3,20,17,1418,50,Worli,"Vehicular, Construction",0,0,0,1,1,0
obese,male,vegetarian,daily,coal,0.0,sometimes,72,frequently,74,0.0,3,2,19,5,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",2091,Operations,Navi Mumbai,India,3.0,0.0,0.0,1.0,14,1,0,13,246,146,Turbhe,"Industrial, Vehicular",0,0,1,1,0,0
overweight,male,omnivore,daily,electricity,0.0,never,167,frequently,5978,0.0,6,24,13,21,Sometimes,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",4364,Finance,Navi Mumbai,India,6.0,0.0,0.0,1.0,18,0,55,3,1039,26,Taloja,"Industrial, Construction",0,0,1,0,1,0
normal,female,pescatarian,more frequently,electricity,0.0,never,87,never,27,0.0,6,2,27,17,No,['Glass'],"['Stove', 'Microwave']",1238,Sales,Navi Mumbai,India,6.0,0.0,0.0,1.0,6,4,58,0,481,107,Taloja,"Industrial, Construction",0,0,1,0,1,0
overweight,female,omnivore,daily,electricity,0.0,often,212,very frequently,1201,0.0,2,23,36,9,Sometimes,['Glass'],"['Oven', 'Grill', 'Airfryer']",2761,Other,Navi Mumbai,India,2.0,0.0,0.0,1.0,27,2,22,5,1809,94,Airoli,"Residential, Corporate",1,1,0,0,0,0
underweight,male,omnivore,daily,wood,0.0,often,159,very frequently,77,0.0,3,8,40,3,Sometimes,['Glass'],['Microwave'],2781,Other,Navi Mumbai,India,3.0,0.0,0.0,1.0,4,2,12,4,1552,39,Nerul,"Residential, Corporate, Construction",1,1,0,0,1,0
underweight,female,vegan,twice a day,coal,0.0,often,203,frequently,4145,0.0,4,6,27,3,Yes,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2913,Operations,Navi Mumbai,India,4.0,0.0,0.0,1.0,4,1,42,14,1539,139,Ghansoli,"Residential, Industrial",1,0,1,0,0,0
overweight,male,vegan,more frequently,wood,0.0,often,222,never,312,0.0,6,10,0,3,Sometimes,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1992,Sales,Navi Mumbai,India,6.0,0.0,0.0,1.0,29,1,27,15,1128,84,Koparkhairane,"Residential, Industrial",1,0,1,0,0,0
underweight,male,vegan,more frequently,natural gas,0.0,never,290,frequently,44,0.0,2,10,17,11,Yes,['Glass'],['Stove'],1715,Engineering,Mumbai,India,2.0,0.0,0.0,1.0,31,4,28,7,943,89,Worli,"Vehicular, Construction",0,0,0,1,1,0
normal,male,omnivore,daily,natural gas,0.0,often,153,very frequently,4865,0.0,3,6,17,18,Sometimes,[],"['Oven', 'Grill', 'Airfryer']",4038,Other,Mumbai,India,3.0,0.0,0.0,1.0,7,1,17,5,971,63,Malad West,"Residential, Construction",1,0,0,0,1,0
obese,female,vegetarian,more frequently,wood,0.0,never,250,frequently,6704,0.0,3,9,45,21,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",2271,Engineering,Navi Mumbai,India,3.0,0.0,0.0,1.0,9,0,22,4,489,109,Kharghar,"Residential, Construction",1,0,0,0,1,0
underweight,female,vegan,daily,natural gas,0.0,often,253,rarely,475,0.0,6,20,1,17,Yes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",1213,Student,Mumbai,India,6.0,0.0,0.0,1.0,37,3,27,5,949,93,Chembur,"Industrial, Vehicular",0,0,1,1,0,0
overweight,female,omnivore,more frequently,natural gas,0.0,often,205,very frequently,158,0.0,3,17,40,21,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3049,Student,Mumbai,India,3.0,0.0,0.0,1.0,31,0,8,0,1130,52,Goregaon,"Residential, Construction",1,0,0,0,1,0
underweight,female,omnivore,less frequently,wood,0.0,sometimes,141,rarely,95,0.0,1,2,38,5,No,['Paper'],"['Stove', 'Oven']",1266,Engineering,Mumbai,India,1.0,0.0,0.0,1.0,27,3,52,13,822,132,Chembur,"Industrial, Vehicular",0,0,1,1,0,0
underweight,female,omnivore,daily,wood,0.0,sometimes,107,frequently,1934,0.0,7,7,29,22,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",1635,Other,Mumbai,India,7.0,0.0,0.0,1.0,16,0,42,18,882,121,Bandra Kurla Complex,Corporate,0,1,0,0,0,0
normal,female,omnivore,more frequently,natural gas,0.0,sometimes,129,frequently,82,0.0,7,17,34,11,Sometimes,[],"['Grill', 'Airfryer']",1993,Other,Navi Mumbai,India,7.0,0.0,0.0,1.0,30,2,5,18,1613,113,Kharghar,"Residential, Construction",1,0,0,0,1,0
overweight,female,vegan,more frequently,natural gas,0.0,often,268,frequently,5402,0.0,5,11,34,24,Yes,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",3537,Student,Navi Mumbai,India,5.0,0.0,0.0,1.0,7,2,15,14,1452,107,CBD Belapur,"Corporate, Vehicular",0,1,0,1,0,0
normal,female,omnivore,less frequently,coal,0.0,sometimes,95,very frequently,217,0.0,5,12,21,19,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",2359,Finance,Navi Mumbai,India,5.0,0.0,0.0,1.0,39,2,36,18,1399,117,Taloja,"Industrial, Construction",0,0,1,0,1,0
obese,female,vegan,more frequently,natural gas,0.0,sometimes,204,very frequently,5685,0.0,2,0,4,18,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3110,Finance,Mumbai,India,2.0,0.0,0.0,1.0,24,2,0,5,1363,56,Bandra Kurla Complex,Corporate,0,1,0,0,0,0
obese,male,omnivore,less frequently,coal,0.0,sometimes,78,rarely,70,0.0,5,0,33,22,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven']",2198,Engineering,Mumbai,India,5.0,0.0,0.0,1.0,8,1,21,4,926,38,Worli,"Vehicular, Construction",0,0,0,1,1,0
obese,female,omnivore,less frequently,electricity,0.0,sometimes,138,never,83,0.0,7,1,47,6,Yes,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2371,Sales,Mumbai,India,7.0,0.0,0.0,1.0,1,3,45,15,103,85,Andheri (Airport area),"Vehicular, Corporate, Airport",0,1,0,1,0,1
overweight,female,pescatarian,twice a day,coal,0.0,sometimes,108,frequently,1016,0.0,4,12,0,22,No,['Paper'],"['Oven', 'Grill', 'Airfryer']",1963,Student,Navi Mumbai,India,4.0,0.0,0.0,1.0,14,1,22,8,1837,49,Taloja,"Industrial, Construction",0,0,1,0,1,0
underweight,female,omnivore,daily,natural gas,0.0,sometimes,69,frequently,301,0.0,4,20,17,8,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",1150,Operations,Mumbai,India,4.0,0.0,0.0,1.0,2,1,20,14,205,119,Malad West,"Residential, Construction",1,0,0,0,1,0
obese,female,pescatarian,less frequently,electricity,0.0,never,176,rarely,30,0.0,3,20,28,7,Yes,"['Paper', 'Plastic', 'Glass']",['Microwave'],1223,Other,Navi Mumbai,India,3.0,0.0,0.0,1.0,35,2,50,7,139,127,Airoli,"Residential, Corporate",1,1,0,0,0,0
normal,male,omnivore,less frequently,electricity,0.0,never,291,frequently,99,0.0,4,10,30,14,Yes,"['Paper', 'Metal']","['Grill', 'Airfryer']",1848,Sales,Mumbai,India,4.0,0.0,0.0,1.0,3,1,30,7,676,99,Borivali,"Residential, Vehicular",1,0,0,1,0,0
underweight,male,vegetarian,twice a day,natural gas,0.0,never,236,frequently,19,0.0,3,8,23,7,Sometimes,['Paper'],[],1747,Finance,Navi Mumbai,India,3.0,0.0,0.0,1.0,13,3,37,3,646,104,Koparkhairane,"Residential, Industrial",1,0,1,0,0,0
overweight,male,omnivore,twice a day,wood,0.0,sometimes,110,never,85,0.0,3,14,4,3,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",706,Sales,Mumbai,India,3.0,0.0,0.0,1.0,24,2,27,1,655,117,Sion,"Vehicular, Construction",0,0,0,1,1,0
obese,male,vegan,daily,coal,0.0,never,87,very frequently,677,0.0,6,17,4,2,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2857,Finance,Navi Mumbai,India,6.0,0.0,0.0,1.0,9,2,43,15,1386,123,Kharghar,"Residential, Construction",1,0,0,0,1,0
underweight,female,pescatarian,more frequently,wood,0.0,never,126,never,99,0.0,1,2,35,3,Sometimes,"['Plastic', 'Glass']","['Stove', 'Microwave']",972,Finance,Navi Mumbai,India,1.0,0.0,0.0,1.0,20,2,26,2,761,137,CBD Belapur,"Corporate, Vehicular",0,1,0,1,0,0
normal,male,pescatarian,daily,electricity,0.0,never,175,frequently,91,0.0,1,12,23,12,No,"['Paper', 'Plastic']",['Oven'],1475,Sales,Navi Mumbai,India,1.0,0.0,0.0,1.0,35,2,38,8,1402,57,Kharghar,"Residential, Construction",1,0,0,0,1,0
overweight,male,vegan,daily,coal,0.0,never,94,frequently,26,0.0,3,1,40,12,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",2466,Finance,Mumbai,India,3.0,0.0,0.0,1.0,11,1,41,3,676,95,Bandra Kurla Complex,Corporate,0,1,0,0,0,0
normal,female,vegetarian,twice a day,wood,0.0,never,183,very frequently,26,0.0,1,21,11,0,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1779,Operations,Navi Mumbai,India,1.0,0.0,0.0,1.0,26,1,41,1,443,58,Airoli,"Residential, Corporate",1,1,0,0,0,0
overweight,male,omnivore,less frequently,natural gas,0.0,often,154,very frequently,7926,0.0,5,18,47,2,Sometimes,['Paper'],"['Grill', 'Airfryer']",5735,Engineering,Mumbai,India,5.0,0.0,0.0,1.0,39,4,59,18,887,79,Sion,"Vehicular, Construction",0,0,0,1,1,0
overweight,female,omnivore,twice a day,wood,0.0,sometimes,201,rarely,117,0.0,5,19,50,23,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven']",2156,Student,Navi Mumbai,India,5.0,0.0,0.0,1.0,1,4,56,14,1667,128,Turbhe,"Industrial, Vehicular",0,0,1,1,0,0
overweight,male,vegetarian,less frequently,electricity,0.0,often,71,never,59,0.0,5,11,46,4,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Microwave'],1553,Other,Navi Mumbai,India,5.0,0.0,0.0,1.0,12,4,12,6,1602,75,Ghansoli,"Residential, Industrial",1,0,1,0,0,0
underweight,female,pescatarian,twice a day,wood,0.0,often,229,rarely,1041,0.0,7,8,18,19,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1790,Other,Navi Mumbai,India,7.0,0.0,0.0,1.0,31,3,31,7,1988,37,CBD Belapur,"Corporate, Vehicular",0,1,0,1,0,0
overweight,male,vegetarian,more frequently,wood,0.0,never,95,never,3187,0.0,5,24,46,8,Sometimes,"['Glass', 'Metal']","['Oven', 'Microwave']",2601,Operations,Navi Mumbai,India,5.0,0.0,0.0,1.0,30,1,6,2,263,142,Kharghar,"Residential, Construction",1,0,0,0,1,0
obese,male,vegan,less frequently,natural gas,0.0,never,262,very frequently,1676,0.0,3,6,19,5,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2690,Finance,Navi Mumbai,India,3.0,0.0,0.0,1.0,15,2,50,14,501,123,Ghansoli,"Residential, Industrial",1,0,1,0,0,0
overweight,female,vegetarian,more frequently,wood,0.0,never,225,never,13,0.0,3,21,16,11,Sometimes,['Paper'],['Stove'],1241,Student,Navi Mumbai,India,3.0,0.0,0.0,1.0,31,2,32,0,584,25,Nerul,"Residential, Corporate, Construction",1,1,0,0,1,0
overweight,male,pescatarian,twice a day,electricity,0.0,often,104,never,1145,0.0,5,19,26,11,No,"['Plastic', 'Metal']",['Stove'],1861,Other,Navi Mumbai,India,5.0,0.0,0.0,1.0,31,2,46,15,452,117,Airoli,"Residential, Corporate",1,1,0,0,0,0
overweight,male,pescatarian,daily,coal,0.0,never,240,frequently,81,0.0,2,22,30,6,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2239,Sales,Navi Mumbai,India,2.0,0.0,0.0,1.0,33,3,45,2,772,90,Airoli,"Residential, Corporate",1,1,0,0,0,0
obese,male,omnivore,less frequently,natural gas,0.0,sometimes,127,never,479,0.0,5,1,25,2,Sometimes,[],"['Stove', 'Oven', 'Microwave']",1867,Operations,Navi Mumbai,India,5.0,0.0,0.0,1.0,10,1,12,1,936,146,Nerul,"Residential, Corporate, Construction",1,1,0,0,1,0
underweight,male,vegan,twice a day,electricity,0.0,sometimes,236,very frequently,15,0.0,2,1,37,1,Yes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2209,Other,Navi Mumbai,India,2.0,0.0,0.0,1.0,9,3,31,14,1205,80,Taloja,"Industrial, Construction",0,0,1,0,1,0
overweight,female,omnivore,less frequently,wood,0.0,sometimes,192,frequently,7397,0.0,7,6,17,20,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven']",4426,Sales,Mumbai,India,7.0,0.0,0.0,1.0,14,5,6,3,364,137,Andheri (Airport area),"Vehicular, Corporate, Airport",0,1,0,1,0,1
overweight,female,vegan,twice a day,coal,0.0,sometimes,103,very frequently,92,0.0,5,8,14,24,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",2563,Student,Navi Mumbai,India,5.0,0.0,0.0,1.0,16,2,11,13,1165,87,Koparkhairane,"Residential, Industrial",1,0,1,0,0,0
overweight,male,vegan,more frequently,wood,0.0,often,181,very frequently,50,0.0,4,21,28,24,Sometimes,['Glass'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",3172,Sales,Navi Mumbai,India,4.0,0.0,0.0,1.0,39,2,39,8,1090,80,Vashi,"Corporate, Residential, Vehicular",1,1,0,1,0,0
normal,female,vegan,less frequently,electricity,0.0,sometimes,72,very frequently,92,0.0,4,18,3,0,No,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1841,Finance,Navi Mumbai,India,4.0,0.0,0.0,1.0,17,3,14,8,1322,135,Turbhe,"Industrial, Vehicular",0,0,1,1,0,0
obese,male,omnivore,less frequently,coal,0.0,never,172,very frequently,14,0.0,1,24,20,16,Yes,"['Paper', 'Plastic']","['Stove', 'Microwave']",3052,Operations,Navi Mumbai,India,1.0,0.0,0.0,1.0,8,3,58,13,1506,131,Nerul,"Residential, Corporate, Construction",1,1,0,0,1,0
overweight,male,omnivore,less frequently,coal,0.0,often,57,rarely,63,0.0,4,24,12,13,No,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1700,Engineering,Mumbai,India,4.0,0.0,0.0,1.0,24,2,48,14,306,36,Bandra Kurla Complex,Corporate,0,1,0,0,0,0
underweight,male,omnivore,more frequently,coal,0.0,often,195,frequently,526,0.0,6,22,32,6,No,[],['Microwave'],2508,Sales,Mumbai,India,6.0,0.0,0.0,1.0,39,3,20,4,209,86,Mazgaon,"Vehicular, Residential",1,0,0,1,0,0
obese,female,vegan,more frequently,wood,0.0,often,101,rarely,47,0.0,1,7,23,17,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave']",1273,Finance,Mumbai,India,1.0,0.0,0.0,1.0,13,2,11,1,1767,78,Goregaon,"Residential, Construction",1,0,0,0,1,0
normal,female,vegetarian,daily,coal,0.0,sometimes,80,frequently,15,0.0,5,13,34,20,Yes,['Paper'],"['Grill', 'Airfryer']",1951,Engineering,Navi Mumbai,India,5.0,0.0,0.0,1.0,24,3,59,16,1553,22,Vashi,"Corporate, Residential, Vehicular",1,1,0,1,0,0
overweight,female,vegetarian,daily,electricity,0.0,sometimes,144,never,31,0.0,3,4,2,17,Sometimes,"['Paper', 'Glass']",['Microwave'],608,Finance,Navi Mumbai,India,3.0,0.0,0.0,1.0,21,2,12,10,1866,129,Nerul,"Residential, Corporate, Construction",1,1,0,0,1,0
obese,female,pescatarian,twice a day,electricity,0.0,sometimes,231,frequently,6510,0.0,6,23,19,1,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",2744,Finance,Navi Mumbai,India,6.0,0.0,0.0,1.0,29,5,39,12,171,122,Vashi,"Corporate, Residential, Vehicular",1,1,0,1,0,0
underweight,female,omnivore,daily,wood,0.0,often,186,never,3881,0.0,4,23,34,15,Sometimes,['Paper'],"['Stove', 'Grill', 'Airfryer']",2166,Sales,Mumbai,India,4.0,0.0,0.0,1.0,19,0,41,11,507,20,Borivali,"Residential, Vehicular",1,0,0,1,0,0
obese,female,vegan,daily,wood,0.0,often,282,rarely,4428,0.0,6,11,44,1,No,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",2751,Operations,Mumbai,India,6.0,0.0,0.0,1.0,20,0,38,2,939,98,Borivali,"Residential, Vehicular",1,0,0,1,0,0
normal,male,vegan,more frequently,natural gas,0.0,never,109,frequently,69,0.0,1,1,50,16,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",2087,Engineering,Navi Mumbai,India,1.0,0.0,0.0,1.0,31,5,1,19,1759,97,Airoli,"Residential, Corporate",1,1,0,0,0,0
overweight,male,omnivore,daily,natural gas,0.0,often,75,very frequently,9895,0.0,6,17,4,9,Sometimes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",5935,Other,Navi Mumbai,India,6.0,0.0,0.0,1.0,20,2,28,12,808,23,Ghansoli,"Residential, Industrial",1,0,1,0,0,0
obese,male,vegan,less frequently,natural gas,0.0,sometimes,285,never,1,0.0,7,23,49,23,No,"['Glass', 'Metal']","['Stove', 'Oven']",2283,Operations,Navi Mumbai,India,7.0,0.0,0.0,1.0,34,2,47,14,378,143,Airoli,"Residential, Corporate",1,1,0,0,0,0
normal,male,vegan,less frequently,wood,0.0,often,258,rarely,488,0.0,7,7,14,2,Sometimes,['Metal'],"['Oven', 'Microwave']",1804,Finance,Navi Mumbai,India,7.0,0.0,0.0,1.0,31,3,28,10,1230,52,Koparkhairane,"Residential, Industrial",1,0,1,0,0,0
overweight,male,pescatarian,twice a day,wood,0.0,sometimes,291,very frequently,4617,0.0,1,4,36,19,Yes,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']",4443,Engineering,Mumbai,India,1.0,0.0,0.0,1.0,29,4,35,15,1562,30,Worli,"Vehicular, Construction",0,0,0,1,1,0
underweight,male,vegan,less frequently,natural gas,0.0,sometimes,106,very frequently,56,0.0,3,23,31,16,Sometimes,['Paper'],['Stove'],2495,Finance,Mumbai,India,3.0,0.0,0.0,1.0,38,0,37,6,1989,107,Worli,"Vehicular, Construction",0,0,0,1,1,0
overweight,male,omnivore,twice a day,electricity,0.0,sometimes,147,very frequently,1679,0.0,1,5,29,12,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2783,Student,Navi Mumbai,India,1.0,0.0,0.0,1.0,11,0,6,0,1778,130,Kharghar,"Residential, Construction",1,0,0,0,1,0
underweight,female,pescatarian,daily,wood,0.0,often,55,very frequently,862,0.0,3,1,21,20,No,"['Glass', 'Metal']",['Microwave'],1971,Student,Navi Mumbai,India,3.0,0.0,0.0,1.0,17,4,29,18,150,121,Nerul,"Residential, Corporate, Construction",1,1,0,0,1,0
obese,female,vegetarian,more frequently,wood,0.0,often,97,never,5020,0.0,3,1,47,17,Yes,"['Paper', 'Plastic', 'Metal']",['Stove'],3264,Engineering,Navi Mumbai,India,3.0,0.0,0.0,1.0,20,1,22,17,1246,21,Airoli,"Residential, Corporate",1,1,0,0,0,0
underweight,male,vegetarian,daily,wood,0.0,often,79,frequently,5328,0.0,2,1,35,24,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3906,Student,Navi Mumbai,India,2.0,0.0,0.0,1.0,12,0,50,8,1685,28,Vashi,"Corporate, Residential, Vehicular",1,1,0,1,0,0
underweight,female,vegetarian,twice a day,natural gas,0.0,sometimes,214,rarely,43,0.0,1,12,26,20,Yes,['Metal'],"['Microwave', 'Grill', 'Airfryer']",1114,Operations,Mumbai,India,1.0,0.0,0.0,1.0,20,3,27,17,530,91,Goregaon,"Residential, Construction",1,0,0,0,1,0
normal,female,vegan,daily,wood,0.0,never,167,frequently,1659,0.0,5,5,1,13,Sometimes,['Paper'],['Oven'],1670,Sales,Navi Mumbai,India,5.0,0.0,0.0,1.0,7,2,55,2,1974,123,Taloja,"Industrial, Construction",0,0,1,0,1,0
obese,male,vegetarian,daily,natural gas,0.0,often,246,rarely,9394,0.0,2,15,4,0,Sometimes,"['Paper', 'Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",3931,Operations,Navi Mumbai,India,2.0,0.0,0.0,1.0,39,1,22,2,1916,135,Kharghar,"Residential, Construction",1,0,0,0,1,0
obese,male,pescatarian,daily,coal,0.0,sometimes,287,rarely,7,0.0,2,2,25,16,No,"['Plastic', 'Metal']","['Oven', 'Microwave']",1950,Student,Mumbai,India,2.0,0.0,0.0,1.0,6,0,35,3,650,83,Sion,"Vehicular, Construction",0,0,0,1,1,0
underweight,female,vegan,daily,natural gas,0.0,never,160,never,7896,0.0,3,13,6,5,No,"['Paper', 'Glass', 'Metal']",[],1559,Student,Mumbai,India,3.0,0.0,0.0,1.0,22,2,41,15,423,134,Mazgaon,"Vehicular, Residential",1,0,0,1,0,0
overweight,male,pescatarian,daily,natural gas,0.0,often,298,never,867,0.0,5,16,6,11,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1459,Finance,Mumbai,India,5.0,0.0,0.0,1.0,31,0,28,10,1963,84,Borivali,"Residential, Vehicular",1,0,0,1,0,0
underweight,male,vegan,twice a day,electricity,0.0,often,142,frequently,959,0.0,3,24,12,12,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1196,Engineering,Mumbai,India,3.0,0.0,0.0,1.0,10,0,3,14,474,40,Goregaon,"Residential, Construction",1,0,0,0,1,0
normal,male,vegan,twice a day,electricity,0.0,sometimes,109,frequently,902,0.0,3,6,11,14,Sometimes,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1896,Engineering,Navi Mumbai,India,3.0,0.0,0.0,1.0,21,2,19,8,973,35,Ghansoli,"Residential, Industrial",1,0,1,0,0,0
underweight,male,omnivore,less frequently,natural gas,0.0,never,85,never,21,0.0,7,7,27,1,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave']",1300,Student,Mumbai,India,7.0,0.0,0.0,1.0,21,4,4,7,1904,54,Chembur,"Industrial, Vehicular",0,0,1,1,0,0
obese,male,pescatarian,less frequently,wood,0.0,never,73,very frequently,62,0.0,5,18,21,24,Sometimes,"['Paper', 'Plastic', 'Glass']",['Microwave'],2793,Engineering,Navi Mumbai,India,5.0,0.0,0.0,1.0,24,2,45,5,1801,42,CBD Belapur,"Corporate, Vehicular",0,1,0,1,0,0
obese,male,omnivore,daily,natural gas,0.0,never,274,very frequently,19,0.0,7,19,6,2,Sometimes,['Glass'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3147,Sales,Mumbai,India,7.0,0.0,0.0,1.0,21,2,10,17,647,71,Mazgaon,"Vehicular, Residential",1,0,0,1,0,0
overweight,female,omnivore,daily,wood,0.0,sometimes,123,very frequently,38,0.0,3,0,21,19,Yes,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",2298,Operations,Mumbai,India,3.0,0.0,0.0,1.0,27,1,1,5,1544,38,Sion,"Vehicular, Construction",0,0,0,1,1,0
obese,female,pescatarian,twice a day,coal,0.0,often,220,frequently,790,0.0,4,6,34,8,Sometimes,"['Paper', 'Metal']",['Oven'],2674,Operations,Mumbai,India,4.0,0.0,0.0,1.0,28,2,40,5,1037,117,Bandra Kurla Complex,Corporate,0,1,0,0,0,0
normal,male,vegan,daily,wood,0.0,often,266,frequently,9087,0.0,5,2,42,8,No,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",4767,Operations,Navi Mumbai,India,5.0,0.0,0.0,1.0,12,4,53,11,475,134,Ghansoli,"Residential, Industrial",1,0,1,0,0,0
obese,female,vegetarian,more frequently,coal,0.0,sometimes,257,very frequently,1972,0.0,6,2,48,10,Sometimes,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",3697,Operations,Navi Mumbai,India,6.0,0.0,0.0,1.0,17,1,43,4,208,106,CBD Belapur,"Corporate, Vehicular",0,1,0,1,0,0
obese,female,vegetarian,more frequently,electricity,0.0,never,164,very frequently,1966,0.0,7,13,47,4,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",2560,Finance,Navi Mumbai,India,7.0,0.0,0.0,1.0,1,3,23,13,1878,142,Vashi,"Corporate, Residential, Vehicular",1,1,0,1,0,0
